dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018
28/03/2020,28,3,2020,16,1,Afghanistan,AF,AFG,37172386.0
27/03/2020,27,3,2020,0,0,Afghanistan,AF,AFG,37172386.0
26/03/2020,26,3,2020,33,0,Afghanistan,AF,AFG,37172386.0
25/03/2020,25,3,2020,2,0,Afghanistan,AF,AFG,37172386.0
24/03/2020,24,3,2020,6,1,Afghanistan,AF,AFG,37172386.0
23/03/2020,23,3,2020,10,0,Afghanistan,AF,AFG,37172386.0
22/03/2020,22,3,2020,0,0,Afghanistan,AF,AFG,37172386.0
21/03/2020,21,3,2020,2,0,Afghanistan,AF,AFG,37172386.0
20/03/2020,20,3,2020,0,0,Afghanistan,AF,AFG,37172386.0
19/03/2020,19,3,2020,0,0,Afghanistan,AF,AFG,37172386.0
18/03/2020,18,3,2020,1,0,Afghanistan,AF,AFG,37172386.0
17/03/2020,17,3,2020,5,0,Afghanistan,AF,AFG,37172386.0
16/03/2020,16,3,2020,6,0,Afghanistan,AF,AFG,37172386.0
15/03/2020,15,3,2020,3,0,Afghanistan,AF,AFG,37172386.0
11/03/2020,11,3,2020,3,0,Afghanistan,AF,AFG,37172386.0
08/03/2020,8,3,2020,3,0,Afghanistan,AF,AFG,37172386.0
02/03/2020,2,3,2020,0,0,Afghanistan,AF,AFG,37172386.0
01/03/2020,1,3,2020,0,0,Afghanistan,AF,AFG,37172386.0
29/02/2020,29,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
28/02/2020,28,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
27/02/2020,27,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
26/02/2020,26,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
25/02/2020,25,2,2020,1,0,Afghanistan,AF,AFG,37172386.0
24/02/2020,24,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
23/02/2020,23,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
22/02/2020,22,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
21/02/2020,21,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
20/02/2020,20,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
19/02/2020,19,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
18/02/2020,18,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
17/02/2020,17,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
16/02/2020,16,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
15/02/2020,15,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
14/02/2020,14,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
13/02/2020,13,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
12/02/2020,12,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
11/02/2020,11,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
10/02/2020,10,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
09/02/2020,9,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
08/02/2020,8,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
07/02/2020,7,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
06/02/2020,6,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
05/02/2020,5,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
04/02/2020,4,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
03/02/2020,3,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
02/02/2020,2,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
01/02/2020,1,2,2020,0,0,Afghanistan,AF,AFG,37172386.0
31/01/2020,31,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
30/01/2020,30,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
29/01/2020,29,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
28/01/2020,28,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
27/01/2020,27,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
26/01/2020,26,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
25/01/2020,25,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
24/01/2020,24,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
23/01/2020,23,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
22/01/2020,22,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
21/01/2020,21,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
20/01/2020,20,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
19/01/2020,19,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
18/01/2020,18,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
17/01/2020,17,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
16/01/2020,16,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
15/01/2020,15,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
14/01/2020,14,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
13/01/2020,13,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
12/01/2020,12,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
11/01/2020,11,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
10/01/2020,10,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
09/01/2020,9,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
08/01/2020,8,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
07/01/2020,7,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
06/01/2020,6,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
05/01/2020,5,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
04/01/2020,4,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
03/01/2020,3,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
02/01/2020,2,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
01/01/2020,1,1,2020,0,0,Afghanistan,AF,AFG,37172386.0
31/12/2019,31,12,2019,0,0,Afghanistan,AF,AFG,37172386.0
28/03/2020,28,3,2020,1,0,Angola,AO,AGO,30809762.0
27/03/2020,27,3,2020,1,0,Angola,AO,AGO,30809762.0
26/03/2020,26,3,2020,0,0,Angola,AO,AGO,30809762.0
25/03/2020,25,3,2020,0,0,Angola,AO,AGO,30809762.0
24/03/2020,24,3,2020,0,0,Angola,AO,AGO,30809762.0
23/03/2020,23,3,2020,0,0,Angola,AO,AGO,30809762.0
22/03/2020,22,3,2020,2,0,Angola,AO,AGO,30809762.0
28/03/2020,28,3,2020,12,3,Albania,AL,ALB,2866376.0
27/03/2020,27,3,2020,28,1,Albania,AL,ALB,2866376.0
26/03/2020,26,3,2020,23,0,Albania,AL,ALB,2866376.0
25/03/2020,25,3,2020,23,1,Albania,AL,ALB,2866376.0
24/03/2020,24,3,2020,11,2,Albania,AL,ALB,2866376.0
23/03/2020,23,3,2020,13,0,Albania,AL,ALB,2866376.0
22/03/2020,22,3,2020,6,0,Albania,AL,ALB,2866376.0
21/03/2020,21,3,2020,0,0,Albania,AL,ALB,2866376.0
20/03/2020,20,3,2020,11,0,Albania,AL,ALB,2866376.0
19/03/2020,19,3,2020,4,1,Albania,AL,ALB,2866376.0
18/03/2020,18,3,2020,4,0,Albania,AL,ALB,2866376.0
17/03/2020,17,3,2020,9,0,Albania,AL,ALB,2866376.0
16/03/2020,16,3,2020,4,0,Albania,AL,ALB,2866376.0
15/03/2020,15,3,2020,5,0,Albania,AL,ALB,2866376.0
14/03/2020,14,3,2020,10,0,Albania,AL,ALB,2866376.0
13/03/2020,13,3,2020,12,0,Albania,AL,ALB,2866376.0
12/03/2020,12,3,2020,1,1,Albania,AL,ALB,2866376.0
11/03/2020,11,3,2020,4,0,Albania,AL,ALB,2866376.0
10/03/2020,10,3,2020,4,0,Albania,AL,ALB,2866376.0
09/03/2020,9,3,2020,2,0,Albania,AL,ALB,2866376.0
28/03/2020,28,3,2020,43,0,Andorra,AD,AND,77006.0
27/03/2020,27,3,2020,36,3,Andorra,AD,AND,77006.0
26/03/2020,26,3,2020,24,0,Andorra,AD,AND,77006.0
25/03/2020,25,3,2020,31,0,Andorra,AD,AND,77006.0
24/03/2020,24,3,2020,20,0,Andorra,AD,AND,77006.0
23/03/2020,23,3,2020,25,0,Andorra,AD,AND,77006.0
22/03/2020,22,3,2020,13,0,Andorra,AD,AND,77006.0
21/03/2020,21,3,2020,0,0,Andorra,AD,AND,77006.0
20/03/2020,20,3,2020,22,0,Andorra,AD,AND,77006.0
19/03/2020,19,3,2020,39,0,Andorra,AD,AND,77006.0
18/03/2020,18,3,2020,0,0,Andorra,AD,AND,77006.0
17/03/2020,17,3,2020,9,0,Andorra,AD,AND,77006.0
16/03/2020,16,3,2020,3,0,Andorra,AD,AND,77006.0
14/03/2020,14,3,2020,1,0,Andorra,AD,AND,77006.0
03/03/2020,3,3,2020,1,0,Andorra,AD,AND,77006.0
28/03/2020,28,3,2020,101,5,Argentina,AR,ARG,44494502.0
27/03/2020,27,3,2020,87,4,Argentina,AR,ARG,44494502.0
26/03/2020,26,3,2020,115,2,Argentina,AR,ARG,44494502.0
25/03/2020,25,3,2020,86,2,Argentina,AR,ARG,44494502.0
24/03/2020,24,3,2020,35,0,Argentina,AR,ARG,44494502.0
23/03/2020,23,3,2020,41,0,Argentina,AR,ARG,44494502.0
22/03/2020,22,3,2020,67,1,Argentina,AR,ARG,44494502.0
28/03/2020,28,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
27/03/2020,27,3,2020,4,0,Antigua_and_Barbuda,AG,ATG,96286.0
26/03/2020,26,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
25/03/2020,25,3,2020,2,0,Antigua_and_Barbuda,AG,ATG,96286.0
24/03/2020,24,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
23/03/2020,23,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
22/03/2020,22,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
21/03/2020,21,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0
15/03/2020,15,3,2020,1,0,Antigua_and_Barbuda,AG,ATG,96286.0
28/03/2020,28,3,2020,0,0,Algeria,DZ,DZA,42228429.0
27/03/2020,27,3,2020,41,4,Algeria,DZ,DZA,42228429.0
26/03/2020,26,3,2020,33,0,Algeria,DZ,DZA,42228429.0
25/03/2020,25,3,2020,42,0,Algeria,DZ,DZA,42228429.0
24/03/2020,24,3,2020,87,2,Algeria,DZ,DZA,42228429.0
23/03/2020,23,3,2020,8,5,Algeria,DZ,DZA,42228429.0
22/03/2020,22,3,2020,0,0,Algeria,DZ,DZA,42228429.0
21/03/2020,21,3,2020,12,3,Algeria,DZ,DZA,42228429.0
20/03/2020,20,3,2020,9,1,Algeria,DZ,DZA,42228429.0
19/03/2020,19,3,2020,13,1,Algeria,DZ,DZA,42228429.0
18/03/2020,18,3,2020,0,1,Algeria,DZ,DZA,42228429.0
17/03/2020,17,3,2020,12,0,Algeria,DZ,DZA,42228429.0
16/03/2020,16,3,2020,11,2,Algeria,DZ,DZA,42228429.0
15/03/2020,15,3,2020,11,0,Algeria,DZ,DZA,42228429.0
14/03/2020,14,3,2020,2,1,Algeria,DZ,DZA,42228429.0
13/03/2020,13,3,2020,4,1,Algeria,DZ,DZA,42228429.0
12/03/2020,12,3,2020,0,0,Algeria,DZ,DZA,42228429.0
09/03/2020,9,3,2020,3,0,Algeria,DZ,DZA,42228429.0
06/03/2020,6,3,2020,5,0,Algeria,DZ,DZA,42228429.0
05/03/2020,5,3,2020,7,0,Algeria,DZ,DZA,42228429.0
04/03/2020,4,3,2020,2,0,Algeria,DZ,DZA,42228429.0
02/03/2020,2,3,2020,2,0,Algeria,DZ,DZA,42228429.0
01/03/2020,1,3,2020,0,0,Algeria,DZ,DZA,42228429.0
29/02/2020,29,2,2020,0,0,Algeria,DZ,DZA,42228429.0
28/02/2020,28,2,2020,0,0,Algeria,DZ,DZA,42228429.0
27/02/2020,27,2,2020,0,0,Algeria,DZ,DZA,42228429.0
26/02/2020,26,2,2020,1,0,Algeria,DZ,DZA,42228429.0
25/02/2020,25,2,2020,0,0,Algeria,DZ,DZA,42228429.0
24/02/2020,24,2,2020,0,0,Algeria,DZ,DZA,42228429.0
23/02/2020,23,2,2020,0,0,Algeria,DZ,DZA,42228429.0
22/02/2020,22,2,2020,0,0,Algeria,DZ,DZA,42228429.0
21/02/2020,21,2,2020,0,0,Algeria,DZ,DZA,42228429.0
20/02/2020,20,2,2020,0,0,Algeria,DZ,DZA,42228429.0
19/02/2020,19,2,2020,0,0,Algeria,DZ,DZA,42228429.0
18/02/2020,18,2,2020,0,0,Algeria,DZ,DZA,42228429.0
17/02/2020,17,2,2020,0,0,Algeria,DZ,DZA,42228429.0
16/02/2020,16,2,2020,0,0,Algeria,DZ,DZA,42228429.0
15/02/2020,15,2,2020,0,0,Algeria,DZ,DZA,42228429.0
14/02/2020,14,2,2020,0,0,Algeria,DZ,DZA,42228429.0
13/02/2020,13,2,2020,0,0,Algeria,DZ,DZA,42228429.0
12/02/2020,12,2,2020,0,0,Algeria,DZ,DZA,42228429.0
11/02/2020,11,2,2020,0,0,Algeria,DZ,DZA,42228429.0
10/02/2020,10,2,2020,0,0,Algeria,DZ,DZA,42228429.0
09/02/2020,9,2,2020,0,0,Algeria,DZ,DZA,42228429.0
08/02/2020,8,2,2020,0,0,Algeria,DZ,DZA,42228429.0
07/02/2020,7,2,2020,0,0,Algeria,DZ,DZA,42228429.0
06/02/2020,6,2,2020,0,0,Algeria,DZ,DZA,42228429.0
05/02/2020,5,2,2020,0,0,Algeria,DZ,DZA,42228429.0
04/02/2020,4,2,2020,0,0,Algeria,DZ,DZA,42228429.0
03/02/2020,3,2,2020,0,0,Algeria,DZ,DZA,42228429.0
02/02/2020,2,2,2020,0,0,Algeria,DZ,DZA,42228429.0
01/02/2020,1,2,2020,0,0,Algeria,DZ,DZA,42228429.0
31/01/2020,31,1,2020,0,0,Algeria,DZ,DZA,42228429.0
30/01/2020,30,1,2020,0,0,Algeria,DZ,DZA,42228429.0
29/01/2020,29,1,2020,0,0,Algeria,DZ,DZA,42228429.0
28/01/2020,28,1,2020,0,0,Algeria,DZ,DZA,42228429.0
27/01/2020,27,1,2020,0,0,Algeria,DZ,DZA,42228429.0
26/01/2020,26,1,2020,0,0,Algeria,DZ,DZA,42228429.0
25/01/2020,25,1,2020,0,0,Algeria,DZ,DZA,42228429.0
24/01/2020,24,1,2020,0,0,Algeria,DZ,DZA,42228429.0
23/01/2020,23,1,2020,0,0,Algeria,DZ,DZA,42228429.0
22/01/2020,22,1,2020,0,0,Algeria,DZ,DZA,42228429.0
21/01/2020,21,1,2020,0,0,Algeria,DZ,DZA,42228429.0
20/01/2020,20,1,2020,0,0,Algeria,DZ,DZA,42228429.0
19/01/2020,19,1,2020,0,0,Algeria,DZ,DZA,42228429.0
18/01/2020,18,1,2020,0,0,Algeria,DZ,DZA,42228429.0
17/01/2020,17,1,2020,0,0,Algeria,DZ,DZA,42228429.0
16/01/2020,16,1,2020,0,0,Algeria,DZ,DZA,42228429.0
15/01/2020,15,1,2020,0,0,Algeria,DZ,DZA,42228429.0
14/01/2020,14,1,2020,0,0,Algeria,DZ,DZA,42228429.0
13/01/2020,13,1,2020,0,0,Algeria,DZ,DZA,42228429.0
12/01/2020,12,1,2020,0,0,Algeria,DZ,DZA,42228429.0
11/01/2020,11,1,2020,0,0,Algeria,DZ,DZA,42228429.0
10/01/2020,10,1,2020,0,0,Algeria,DZ,DZA,42228429.0
09/01/2020,9,1,2020,0,0,Algeria,DZ,DZA,42228429.0
08/01/2020,8,1,2020,0,0,Algeria,DZ,DZA,42228429.0
07/01/2020,7,1,2020,0,0,Algeria,DZ,DZA,42228429.0
06/01/2020,6,1,2020,0,0,Algeria,DZ,DZA,42228429.0
05/01/2020,5,1,2020,0,0,Algeria,DZ,DZA,42228429.0
04/01/2020,4,1,2020,0,0,Algeria,DZ,DZA,42228429.0
03/01/2020,3,1,2020,0,0,Algeria,DZ,DZA,42228429.0
02/01/2020,2,1,2020,0,0,Algeria,DZ,DZA,42228429.0
01/01/2020,1,1,2020,0,0,Algeria,DZ,DZA,42228429.0
31/12/2019,31,12,2019,0,0,Algeria,DZ,DZA,42228429.0
28/03/2020,28,3,2020,0,0,Anguilla,AI,,
27/03/2020,27,3,2020,2,0,Anguilla,AI,,
21/03/2020,21,3,2020,30,0,Argentina,AR,ARG,44494502.0
20/03/2020,20,3,2020,31,1,Argentina,AR,ARG,44494502.0
19/03/2020,19,3,2020,18,0,Argentina,AR,ARG,44494502.0
18/03/2020,18,3,2020,14,0,Argentina,AR,ARG,44494502.0
17/03/2020,17,3,2020,9,0,Argentina,AR,ARG,44494502.0
16/03/2020,16,3,2020,11,0,Argentina,AR,ARG,44494502.0
15/03/2020,15,3,2020,11,0,Argentina,AR,ARG,44494502.0
14/03/2020,14,3,2020,3,1,Argentina,AR,ARG,44494502.0
13/03/2020,13,3,2020,12,0,Argentina,AR,ARG,44494502.0
11/03/2020,11,3,2020,7,0,Argentina,AR,ARG,44494502.0
09/03/2020,9,3,2020,3,0,Argentina,AR,ARG,44494502.0
08/03/2020,8,3,2020,1,1,Argentina,AR,ARG,44494502.0
07/03/2020,7,3,2020,6,0,Argentina,AR,ARG,44494502.0
06/03/2020,6,3,2020,1,0,Argentina,AR,ARG,44494502.0
04/03/2020,4,3,2020,1,0,Argentina,AR,ARG,44494502.0
28/03/2020,28,3,2020,43,0,Armenia,AM,ARM,2951776.0
27/03/2020,27,3,2020,39,1,Armenia,AM,ARM,2951776.0
26/03/2020,26,3,2020,25,0,Armenia,AM,ARM,2951776.0
25/03/2020,25,3,2020,71,0,Armenia,AM,ARM,2951776.0
24/03/2020,24,3,2020,4,0,Armenia,AM,ARM,2951776.0
23/03/2020,23,3,2020,30,0,Armenia,AM,ARM,2951776.0
22/03/2020,22,3,2020,24,0,Armenia,AM,ARM,2951776.0
21/03/2020,21,3,2020,14,0,Armenia,AM,ARM,2951776.0
20/03/2020,20,3,2020,7,0,Armenia,AM,ARM,2951776.0
19/03/2020,19,3,2020,37,0,Armenia,AM,ARM,2951776.0
18/03/2020,18,3,2020,26,0,Armenia,AM,ARM,2951776.0
17/03/2020,17,3,2020,22,0,Armenia,AM,ARM,2951776.0
16/03/2020,16,3,2020,10,0,Armenia,AM,ARM,2951776.0
15/03/2020,15,3,2020,7,0,Armenia,AM,ARM,2951776.0
14/03/2020,14,3,2020,7,0,Armenia,AM,ARM,2951776.0
13/03/2020,13,3,2020,2,0,Armenia,AM,ARM,2951776.0
12/03/2020,12,3,2020,3,0,Armenia,AM,ARM,2951776.0
02/03/2020,2,3,2020,0,0,Armenia,AM,ARM,2951776.0
01/03/2020,1,3,2020,1,0,Armenia,AM,ARM,2951776.0
29/02/2020,29,2,2020,0,0,Armenia,AM,ARM,2951776.0
28/02/2020,28,2,2020,0,0,Armenia,AM,ARM,2951776.0
27/02/2020,27,2,2020,0,0,Armenia,AM,ARM,2951776.0
26/02/2020,26,2,2020,0,0,Armenia,AM,ARM,2951776.0
25/02/2020,25,2,2020,0,0,Armenia,AM,ARM,2951776.0
24/02/2020,24,2,2020,0,0,Armenia,AM,ARM,2951776.0
23/02/2020,23,2,2020,0,0,Armenia,AM,ARM,2951776.0
22/02/2020,22,2,2020,0,0,Armenia,AM,ARM,2951776.0
21/02/2020,21,2,2020,0,0,Armenia,AM,ARM,2951776.0
20/02/2020,20,2,2020,0,0,Armenia,AM,ARM,2951776.0
19/02/2020,19,2,2020,0,0,Armenia,AM,ARM,2951776.0
18/02/2020,18,2,2020,0,0,Armenia,AM,ARM,2951776.0
17/02/2020,17,2,2020,0,0,Armenia,AM,ARM,2951776.0
16/02/2020,16,2,2020,0,0,Armenia,AM,ARM,2951776.0
15/02/2020,15,2,2020,0,0,Armenia,AM,ARM,2951776.0
14/02/2020,14,2,2020,0,0,Armenia,AM,ARM,2951776.0
13/02/2020,13,2,2020,0,0,Armenia,AM,ARM,2951776.0
12/02/2020,12,2,2020,0,0,Armenia,AM,ARM,2951776.0
11/02/2020,11,2,2020,0,0,Armenia,AM,ARM,2951776.0
10/02/2020,10,2,2020,0,0,Armenia,AM,ARM,2951776.0
09/02/2020,9,2,2020,0,0,Armenia,AM,ARM,2951776.0
08/02/2020,8,2,2020,0,0,Armenia,AM,ARM,2951776.0
07/02/2020,7,2,2020,0,0,Armenia,AM,ARM,2951776.0
06/02/2020,6,2,2020,0,0,Armenia,AM,ARM,2951776.0
05/02/2020,5,2,2020,0,0,Armenia,AM,ARM,2951776.0
04/02/2020,4,2,2020,0,0,Armenia,AM,ARM,2951776.0
03/02/2020,3,2,2020,0,0,Armenia,AM,ARM,2951776.0
02/02/2020,2,2,2020,0,0,Armenia,AM,ARM,2951776.0
01/02/2020,1,2,2020,0,0,Armenia,AM,ARM,2951776.0
31/01/2020,31,1,2020,0,0,Armenia,AM,ARM,2951776.0
30/01/2020,30,1,2020,0,0,Armenia,AM,ARM,2951776.0
29/01/2020,29,1,2020,0,0,Armenia,AM,ARM,2951776.0
28/01/2020,28,1,2020,0,0,Armenia,AM,ARM,2951776.0
27/01/2020,27,1,2020,0,0,Armenia,AM,ARM,2951776.0
26/01/2020,26,1,2020,0,0,Armenia,AM,ARM,2951776.0
25/01/2020,25,1,2020,0,0,Armenia,AM,ARM,2951776.0
24/01/2020,24,1,2020,0,0,Armenia,AM,ARM,2951776.0
23/01/2020,23,1,2020,0,0,Armenia,AM,ARM,2951776.0
22/01/2020,22,1,2020,0,0,Armenia,AM,ARM,2951776.0
21/01/2020,21,1,2020,0,0,Armenia,AM,ARM,2951776.0
20/01/2020,20,1,2020,0,0,Armenia,AM,ARM,2951776.0
19/01/2020,19,1,2020,0,0,Armenia,AM,ARM,2951776.0
18/01/2020,18,1,2020,0,0,Armenia,AM,ARM,2951776.0
17/01/2020,17,1,2020,0,0,Armenia,AM,ARM,2951776.0
16/01/2020,16,1,2020,0,0,Armenia,AM,ARM,2951776.0
15/01/2020,15,1,2020,0,0,Armenia,AM,ARM,2951776.0
14/01/2020,14,1,2020,0,0,Armenia,AM,ARM,2951776.0
13/01/2020,13,1,2020,0,0,Armenia,AM,ARM,2951776.0
12/01/2020,12,1,2020,0,0,Armenia,AM,ARM,2951776.0
11/01/2020,11,1,2020,0,0,Armenia,AM,ARM,2951776.0
10/01/2020,10,1,2020,0,0,Armenia,AM,ARM,2951776.0
09/01/2020,9,1,2020,0,0,Armenia,AM,ARM,2951776.0
08/01/2020,8,1,2020,0,0,Armenia,AM,ARM,2951776.0
07/01/2020,7,1,2020,0,0,Armenia,AM,ARM,2951776.0
06/01/2020,6,1,2020,0,0,Armenia,AM,ARM,2951776.0
05/01/2020,5,1,2020,0,0,Armenia,AM,ARM,2951776.0
04/01/2020,4,1,2020,0,0,Armenia,AM,ARM,2951776.0
03/01/2020,3,1,2020,0,0,Armenia,AM,ARM,2951776.0
02/01/2020,2,1,2020,0,0,Armenia,AM,ARM,2951776.0
01/01/2020,1,1,2020,0,0,Armenia,AM,ARM,2951776.0
31/12/2019,31,12,2019,0,0,Armenia,AM,ARM,2951776.0
28/03/2020,28,3,2020,0,0,Aruba,AW,ABW,105845.0
27/03/2020,27,3,2020,9,0,Aruba,AW,ABW,105845.0
26/03/2020,26,3,2020,2,0,Aruba,AW,ABW,105845.0
25/03/2020,25,3,2020,5,0,Aruba,AW,ABW,105845.0
24/03/2020,24,3,2020,8,0,Aruba,AW,ABW,105845.0
20/03/2020,20,3,2020,2,0,Aruba,AW,ABW,105845.0
13/03/2020,13,3,2020,2,0,Aruba,AW,ABW,105845.0
28/03/2020,28,3,2020,212,0,Australia,AU,AUS,24992369.0
27/03/2020,27,3,2020,367,2,Australia,AU,AUS,24992369.0
26/03/2020,26,3,2020,376,3,Australia,AU,AUS,24992369.0
25/03/2020,25,3,2020,600,1,Australia,AU,AUS,24992369.0
24/03/2020,24,3,2020,114,0,Australia,AU,AUS,24992369.0
23/03/2020,23,3,2020,611,0,Australia,AU,AUS,24992369.0
22/03/2020,22,3,2020,224,0,Australia,AU,AUS,24992369.0
21/03/2020,21,3,2020,165,1,Australia,AU,AUS,24992369.0
20/03/2020,20,3,2020,144,0,Australia,AU,AUS,24992369.0
19/03/2020,19,3,2020,111,1,Australia,AU,AUS,24992369.0
18/03/2020,18,3,2020,79,0,Australia,AU,AUS,24992369.0
17/03/2020,17,3,2020,77,0,Australia,AU,AUS,24992369.0
16/03/2020,16,3,2020,49,2,Australia,AU,AUS,24992369.0
15/03/2020,15,3,2020,52,0,Australia,AU,AUS,24992369.0
14/03/2020,14,3,2020,41,0,Australia,AU,AUS,24992369.0
13/03/2020,13,3,2020,30,0,Australia,AU,AUS,24992369.0
12/03/2020,12,3,2020,14,0,Australia,AU,AUS,24992369.0
11/03/2020,11,3,2020,12,0,Australia,AU,AUS,24992369.0
10/03/2020,10,3,2020,20,0,Australia,AU,AUS,24992369.0
09/03/2020,9,3,2020,6,0,Australia,AU,AUS,24992369.0
08/03/2020,8,3,2020,11,1,Australia,AU,AUS,24992369.0
07/03/2020,7,3,2020,4,0,Australia,AU,AUS,24992369.0
06/03/2020,6,3,2020,7,0,Australia,AU,AUS,24992369.0
05/03/2020,5,3,2020,11,1,Australia,AU,AUS,24992369.0
04/03/2020,4,3,2020,8,0,Australia,AU,AUS,24992369.0
03/03/2020,3,3,2020,4,0,Australia,AU,AUS,24992369.0
02/03/2020,2,3,2020,3,0,Australia,AU,AUS,24992369.0
01/03/2020,1,3,2020,1,1,Australia,AU,AUS,24992369.0
29/02/2020,29,2,2020,2,0,Australia,AU,AUS,24992369.0
28/02/2020,28,2,2020,0,0,Australia,AU,AUS,24992369.0
27/02/2020,27,2,2020,1,0,Australia,AU,AUS,24992369.0
26/02/2020,26,2,2020,0,0,Australia,AU,AUS,24992369.0
25/02/2020,25,2,2020,0,0,Australia,AU,AUS,24992369.0
24/02/2020,24,2,2020,0,0,Australia,AU,AUS,24992369.0
23/02/2020,23,2,2020,1,0,Australia,AU,AUS,24992369.0
22/02/2020,22,2,2020,4,0,Australia,AU,AUS,24992369.0
21/02/2020,21,2,2020,2,0,Australia,AU,AUS,24992369.0
20/02/2020,20,2,2020,0,0,Australia,AU,AUS,24992369.0
19/02/2020,19,2,2020,0,0,Australia,AU,AUS,24992369.0
18/02/2020,18,2,2020,0,0,Australia,AU,AUS,24992369.0
17/02/2020,17,2,2020,0,0,Australia,AU,AUS,24992369.0
16/02/2020,16,2,2020,0,0,Australia,AU,AUS,24992369.0
15/02/2020,15,2,2020,0,0,Australia,AU,AUS,24992369.0
14/02/2020,14,2,2020,1,0,Australia,AU,AUS,24992369.0
13/02/2020,13,2,2020,0,0,Australia,AU,AUS,24992369.0
12/02/2020,12,2,2020,0,0,Australia,AU,AUS,24992369.0
11/02/2020,11,2,2020,0,0,Australia,AU,AUS,24992369.0
10/02/2020,10,2,2020,0,0,Australia,AU,AUS,24992369.0
09/02/2020,9,2,2020,0,0,Australia,AU,AUS,24992369.0
08/02/2020,8,2,2020,0,0,Australia,AU,AUS,24992369.0
07/02/2020,7,2,2020,1,0,Australia,AU,AUS,24992369.0
06/02/2020,6,2,2020,1,0,Australia,AU,AUS,24992369.0
05/02/2020,5,2,2020,1,0,Australia,AU,AUS,24992369.0
04/02/2020,4,2,2020,0,0,Australia,AU,AUS,24992369.0
03/02/2020,3,2,2020,0,0,Australia,AU,AUS,24992369.0
02/02/2020,2,2,2020,2,0,Australia,AU,AUS,24992369.0
01/02/2020,1,2,2020,2,0,Australia,AU,AUS,24992369.0
